Accessionid,title,extra,gi,createdate,updatedate,flags,taxid,slen,biomol,moltype,topology,sourcedb,segsetsize,projectid,genome,subtype,subname,assemblygi,assemblyacc,tech,completeness,geneticcode,strand,organism,strain,biosample
XR_008482178,"PREDICTED: Callithrix jacchus solute carrier family 35 member F5 (SLC35F5), transcript variant X2, misc_RNA",gi|2461854251|ref|XR_008482178.1|,2461854251,18/03/2023,18/03/2023,512,9483,6288,transcribed-RNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749509,"PREDICTED: Callithrix jacchus solute carrier family 35 member F5 (SLC35F5), transcript variant X1, mRNA",gi|2461854250|ref|XM_002749509.6|,2461854250,18/05/2010,18/03/2023,512,9483,9639,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744716,"PREDICTED: Callithrix jacchus uncharacterized LOC118154612 (LOC118154612), ncRNA",gi|2461854249|ref|XR_004744716.2|,2461854249,03/07/2020,18/03/2023,512,9483,684,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744717,"PREDICTED: Callithrix jacchus uncharacterized LOC118154613 (LOC118154613), ncRNA",gi|2461854248|ref|XR_004744717.2|,2461854248,03/07/2020,18/03/2023,512,9483,754,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749494,"PREDICTED: Callithrix jacchus ribosomal protein 63, mitochondrial (LOC100414883), mRNA",gi|2461854246|ref|XM_002749494.6|,2461854246,18/05/2010,18/03/2023,512,9483,546,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749506,"PREDICTED: Callithrix jacchus LY6/PLAUR domain containing 1 (LYPD1), transcript variant X3, mRNA",gi|2461854245|ref|XM_002749506.5|,2461854245,18/05/2010,18/03/2023,512,9483,2790,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257697,"PREDICTED: Callithrix jacchus LY6/PLAUR domain containing 1 (LYPD1), transcript variant X2, mRNA",gi|2461854243|ref|XM_054257697.1|,2461854243,18/03/2023,18/03/2023,512,9483,3069,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008999000,"PREDICTED: Callithrix jacchus LY6/PLAUR domain containing 1 (LYPD1), transcript variant X1, mRNA",gi|2461854241|ref|XM_008999000.4|,2461854241,02/09/2014,18/03/2023,512,9483,4112,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998998,"PREDICTED: Callithrix jacchus G protein-coupled receptor 39 (GPR39), transcript variant X2, mRNA",gi|2461854240|ref|XM_008998998.4|,2461854240,02/09/2014,18/03/2023,512,9483,2712,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749508,"PREDICTED: Callithrix jacchus G protein-coupled receptor 39 (GPR39), transcript variant X1, mRNA",gi|2461854239|ref|XM_002749508.5|,2461854239,18/05/2010,18/03/2023,512,9483,2857,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305072,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X7, mRNA",gi|2461854237|ref|XM_035305072.2|,2461854237,03/07/2020,18/03/2023,512,9483,5827,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305071,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X6, mRNA",gi|2461854235|ref|XM_035305071.2|,2461854235,03/07/2020,18/03/2023,512,9483,7243,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305070,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X5, mRNA",gi|2461854233|ref|XM_035305070.2|,2461854233,03/07/2020,18/03/2023,512,9483,7666,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257696,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X4, mRNA",gi|2461854231|ref|XM_054257696.1|,2461854231,18/03/2023,18/03/2023,512,9483,7263,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305069,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X3, mRNA",gi|2461854229|ref|XM_035305069.2|,2461854229,03/07/2020,18/03/2023,512,9483,7714,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257695,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X2, mRNA",gi|2461854227|ref|XM_054257695.1|,2461854227,18/03/2023,18/03/2023,512,9483,8257,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257694,"PREDICTED: Callithrix jacchus NCK associated protein 5 (NCKAP5), transcript variant X1, mRNA",gi|2461854225|ref|XM_054257694.1|,2461854225,18/03/2023,18/03/2023,512,9483,7581,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305067,"PREDICTED: Callithrix jacchus transmembrane protein 163 (TMEM163), mRNA",gi|2461854224|ref|XM_035305067.2|,2461854224,03/07/2020,18/03/2023,512,9483,2038,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998987,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X8, mRNA",gi|2461854223|ref|XM_008998987.4|,2461854223,02/09/2014,18/03/2023,512,9483,2141,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998986,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X7, mRNA",gi|2461854221|ref|XM_008998986.4|,2461854221,02/09/2014,18/03/2023,512,9483,2213,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257693,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X6, mRNA",gi|2461854219|ref|XM_054257693.1|,2461854219,18/03/2023,18/03/2023,512,9483,1020,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257692,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X5, mRNA",gi|2461854217|ref|XM_054257692.1|,2461854217,18/03/2023,18/03/2023,512,9483,1089,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_017973516,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X4, mRNA",gi|2461854216|ref|XM_017973516.3|,2461854216,31/08/2016,18/03/2023,512,9483,2151,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257691,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X3, mRNA",gi|2461854214|ref|XM_054257691.1|,2461854214,18/03/2023,18/03/2023,512,9483,5499,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749492,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X2, mRNA",gi|2461854213|ref|XM_002749492.4|,2461854213,18/05/2010,18/03/2023,512,9483,2214,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998984,"PREDICTED: Callithrix jacchus aminocarboxymuconate semialdehyde decarboxylase (ACMSD), transcript variant X1, mRNA",gi|2461854212|ref|XM_008998984.4|,2461854212,02/09/2014,18/03/2023,512,9483,2253,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305062,"PREDICTED: Callithrix jacchus serine/threonine-protein kinase 38-like (LOC108592225), mRNA",gi|2461854211|ref|XM_035305062.2|,2461854211,03/07/2020,18/03/2023,512,9483,5438,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257690,"PREDICTED: Callithrix jacchus alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (MGAT5), transcript variant X6, mRNA",gi|2461854209|ref|XM_054257690.1|,2461854209,18/03/2023,18/03/2023,512,9483,8104,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305065,"PREDICTED: Callithrix jacchus alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (MGAT5), transcript variant X5, mRNA",gi|2461854208|ref|XM_035305065.2|,2461854208,03/07/2020,18/03/2023,512,9483,8131,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305063,"PREDICTED: Callithrix jacchus alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (MGAT5), transcript variant X4, mRNA",gi|2461854207|ref|XM_035305063.2|,2461854207,03/07/2020,18/03/2023,512,9483,8387,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749493,"PREDICTED: Callithrix jacchus alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (MGAT5), transcript variant X3, mRNA",gi|2461854206|ref|XM_002749493.6|,2461854206,18/05/2010,18/03/2023,512,9483,8390,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305064,"PREDICTED: Callithrix jacchus alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (MGAT5), transcript variant X2, mRNA",gi|2461854205|ref|XM_035305064.2|,2461854205,03/07/2020,18/03/2023,512,9483,8256,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998990,"PREDICTED: Callithrix jacchus alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase (MGAT5), transcript variant X1, mRNA",gi|2461854204|ref|XM_008998990.4|,2461854204,02/09/2014,18/03/2023,512,9483,8254,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_620984,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X8, misc_RNA",gi|2461854203|ref|XR_620984.3|,2461854203,02/09/2014,18/03/2023,512,9483,1054,transcribed-RNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257689,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X7, mRNA",gi|2461854201|ref|XM_054257689.1|,2461854201,18/03/2023,18/03/2023,512,9483,4617,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305061,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X6, mRNA",gi|2461854200|ref|XM_035305061.2|,2461854200,03/07/2020,18/03/2023,512,9483,6232,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257688,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X5, mRNA",gi|2461854198|ref|XM_054257688.1|,2461854198,18/03/2023,18/03/2023,512,9483,4702,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_017973512,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X4, mRNA",gi|2461854197|ref|XM_017973512.3|,2461854197,31/08/2016,18/03/2023,512,9483,6239,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305060,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X3, mRNA",gi|2461854196|ref|XM_035305060.2|,2461854196,03/07/2020,18/03/2023,512,9483,4785,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_002749491,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X2, mRNA",gi|2461854195|ref|XM_002749491.5|,2461854195,18/05/2010,18/03/2023,512,9483,4944,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_008998981,"PREDICTED: Callithrix jacchus cyclin T2 (CCNT2), transcript variant X1, mRNA",gi|2461854194|ref|XM_008998981.3|,2461854194,02/09/2014,18/03/2023,512,9483,5033,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_017973511,"PREDICTED: Callithrix jacchus mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant X6, mRNA",gi|2461854193|ref|XM_017973511.3|,2461854193,31/08/2016,18/03/2023,512,9483,3022,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305058,"PREDICTED: Callithrix jacchus mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant X5, mRNA",gi|2461854192|ref|XM_035305058.2|,2461854192,03/07/2020,18/03/2023,512,9483,5007,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257686,"PREDICTED: Callithrix jacchus mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant X4, mRNA",gi|2461854190|ref|XM_054257686.1|,2461854190,18/03/2023,18/03/2023,512,9483,4742,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305057,"PREDICTED: Callithrix jacchus mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant X3, mRNA",gi|2461854189|ref|XM_035305057.2|,2461854189,03/07/2020,18/03/2023,512,9483,4774,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305056,"PREDICTED: Callithrix jacchus mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant X2, mRNA",gi|2461854188|ref|XM_035305056.2|,2461854188,03/07/2020,18/03/2023,512,9483,4443,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305055,"PREDICTED: Callithrix jacchus mitogen-activated protein kinase kinase kinase 19 (MAP3K19), transcript variant X1, mRNA",gi|2461854187|ref|XM_035305055.2|,2461854187,03/07/2020,18/03/2023,512,9483,5471,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XR_004744712,"PREDICTED: Callithrix jacchus uncharacterized LOC118154609 (LOC118154609), ncRNA",gi|2461854186|ref|XR_004744712.2|,2461854186,03/07/2020,18/03/2023,512,9483,1344,ncRNA|lncRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305054,"PREDICTED: Callithrix jacchus RAB3 GTPase activating protein catalytic subunit 1 (RAB3GAP1), transcript variant X4, mRNA",gi|2461854185|ref|XM_035305054.2|,2461854185,03/07/2020,18/03/2023,512,9483,3461,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_054257685,"PREDICTED: Callithrix jacchus RAB3 GTPase activating protein catalytic subunit 1 (RAB3GAP1), transcript variant X3, mRNA",gi|2461854183|ref|XM_054257685.1|,2461854183,18/03/2023,18/03/2023,512,9483,3622,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305053,"PREDICTED: Callithrix jacchus RAB3 GTPase activating protein catalytic subunit 1 (RAB3GAP1), transcript variant X2, mRNA",gi|2461854182|ref|XM_035305053.2|,2461854182,03/07/2020,18/03/2023,512,9483,3705,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
XM_035305052,"PREDICTED: Callithrix jacchus RAB3 GTPase activating protein catalytic subunit 1 (RAB3GAP1), transcript variant X1, mRNA",gi|2461854181|ref|XM_035305052.2|,2461854181,03/07/2020,18/03/2023,512,9483,3727,mRNA,rna,linear,refseq,0,939228,chromosome,isolate|chromosome|sex|tissue_type|dev_stage|country|lat_lon|collection_date|collected_by,mCalJac1|6|male|muscle|juvenile|USA: New York|40.762676 N 73.955541 W|2018-06-12|Stephanie Marcus and Margaret Fabiszak,0,,,,1,,Callithrix jacchus,,
